GENE_SYMBOL,logFC,P.Value,FDR,-log10(FDR),significant
S100A1,0.3124731,0.0206,0.1307989247311828,0.8833958262352481,False
EHD4,0.270374,0.0206,0.1307989247311828,0.8833958262352481,False
SMC3,-0.2901627,0.0206,0.1307989247311828,0.8833958262352481,False
SLC36A3,-0.3020076,0.0207,0.13127702863961815,0.8818112617845002,False
KRTAP10-11,-0.3610118,0.0207,0.13127702863961815,0.8818112617845002,False
C2orf73,0.2364829,0.0207,0.13127702863961815,0.8818112617845002,False
ZDHHC5,-0.368439,0.0207,0.13127702863961815,0.8818112617845002,False
OPRD1,0.4011635,0.0208,0.1315579886938411,0.8808827747898951,False
PWP1,-0.2227702,0.0208,0.1315579886938411,0.8808827747898951,False
LOC100499466,-0.248368,0.0208,0.1315579886938411,0.8808827747898951,False
KCNJ3,-0.6789199,0.0208,0.1315579886938411,0.8808827747898951,False
SLC22A6,-0.6447202,0.0208,0.1315579886938411,0.8808827747898951,False
LOC100131257,-1.0911245,0.0208,0.1315579886938411,0.8808827747898951,False
C9orf174,0.2449902,0.0208,0.1315579886938411,0.8808827747898951,False
INTS3,-0.2490794,0.0208,0.1315579886938411,0.8808827747898951,False
LOC100507003,0.2434433,0.0208,0.1315579886938411,0.8808827747898951,False
HBZ,0.270309,0.0209,0.1318374480712166,0.8799612120434637,False
MCF2L,-0.2844743,0.0209,0.1318374480712166,0.8799612120434637,False
RALA,0.2393029,0.0209,0.1318374480712166,0.8799612120434637,False
HCG22,0.3644746,0.0209,0.1318374480712166,0.8799612120434637,False
KCNK3,0.3716788,0.0209,0.1318374480712166,0.8799612120434637,False
UCK1,-0.3057496,0.0209,0.1318374480712166,0.8799612120434637,False
N4BP3,-0.6402693,0.0209,0.1318374480712166,0.8799612120434637,False
C2CD4D,0.2974364,0.0209,0.1318374480712166,0.8799612120434637,False
LOC100506325,0.4195909,0.0209,0.1318374480712166,0.8799612120434637,False
MPP4,-0.3224727,0.021,0.13215452930728241,0.8789179477842497,False
MRPL42,0.3085016,0.021,0.13215452930728241,0.8789179477842497,False
HSPA1L,-0.4606035,0.021,0.13215452930728241,0.8789179477842497,False
PCDH1,-0.2593714,0.021,0.13215452930728241,0.8789179477842497,False
ZNF75A,-0.2320112,0.021,0.13215452930728241,0.8789179477842497,False
SLC47A1,0.3159334,0.021,0.13215452930728241,0.8789179477842497,False
NR3C1,0.3868428,0.021,0.13215452930728241,0.8789179477842497,False
STK39,0.2395909,0.021,0.13215452930728241,0.8789179477842497,False
PRPF40A,-0.2525967,0.0211,0.13243100088573959,0.8780103386301168,False
PEX2,-0.2821498,0.0211,0.13243100088573959,0.8780103386301168,False
VRTN,-0.4462475,0.0211,0.13243100088573959,0.8780103386301168,False
RNF26,0.2446123,0.0211,0.13243100088573959,0.8780103386301168,False
SNHG6,0.2538044,0.0211,0.13243100088573959,0.8780103386301168,False
NOS3,0.4668847,0.0211,0.13243100088573959,0.8780103386301168,False
ZNF506,-0.3047294,0.0211,0.13243100088573959,0.8780103386301168,False
RNF25,-0.3076624,0.0211,0.13243100088573959,0.8780103386301168,False
SLC38A10,-0.342492,0.0211,0.13243100088573959,0.8780103386301168,False
WDR37,-0.3405516,0.0212,0.1328625,0.8765975799391039,False
ZNF45,-0.2812409,0.0212,0.1328625,0.8765975799391039,False
ERP29,-0.2452758,0.0212,0.1328625,0.8765975799391039,False
KCTD10,-0.2217593,0.0212,0.1328625,0.8765975799391039,False
SDC1,0.2809644,0.0212,0.1328625,0.8765975799391039,False
INADL,-0.2991061,0.0213,0.1330968253968254,0.8758323031209916,False
LOC100652857,0.4329556,0.0213,0.1330968253968254,0.8758323031209916,False
STEAP3,0.275388,0.0213,0.1330968253968254,0.8758323031209916,False
FLJ32224,0.2710212,0.0213,0.1330968253968254,0.8758323031209916,False
ONECUT2,-0.2982564,0.0213,0.1330968253968254,0.8758323031209916,False
KCNQ2,0.3356156,0.0213,0.1330968253968254,0.8758323031209916,False
MTMR9LP,0.280695,0.0213,0.1330968253968254,0.8758323031209916,False
XLOC_001393,-0.2725496,0.0213,0.1330968253968254,0.8758323031209916,False
GLIPR1L2,0.3384132,0.0213,0.1330968253968254,0.8758323031209916,False
C15orf33,0.2801473,0.0213,0.1330968253968254,0.8758323031209916,False
MAP3K13,0.2476636,0.0214,0.1333688654353562,0.8749455433413855,False
SLC12A7,0.5055106,0.0214,0.1333688654353562,0.8749455433413855,False
FBXW8,0.280026,0.0214,0.1333688654353562,0.8749455433413855,False
FZD1,-0.2750234,0.0214,0.1333688654353562,0.8749455433413855,False
LOC100498859,-0.3607905,0.0214,0.1333688654353562,0.8749455433413855,False
RPS6KB1,-0.2514012,0.0214,0.1333688654353562,0.8749455433413855,False
SMAD1,0.4004416,0.0214,0.1333688654353562,0.8749455433413855,False
TP53INP2,-0.2316673,0.0214,0.1333688654353562,0.8749455433413855,False
C6orf204,0.2842955,0.0214,0.1333688654353562,0.8749455433413855,False
PRKAR2B,-0.318315,0.0215,0.13360040923706518,0.8741922115526364,False
MAST4,0.3451954,0.0215,0.13360040923706518,0.8741922115526364,False
NR5A2,-0.3950468,0.0215,0.13360040923706518,0.8741922115526364,False
DOLK,-0.2195816,0.0215,0.13360040923706518,0.8741922115526364,False
PARP11,-0.3442716,0.0215,0.13360040923706518,0.8741922115526364,False
TIMM50,0.3048461,0.0215,0.13360040923706518,0.8741922115526364,False
JPH4,-0.3219859,0.0215,0.13360040923706518,0.8741922115526364,False
PSORS1C3,-0.4014474,0.0215,0.13360040923706518,0.8741922115526364,False
KRR1,-0.2500989,0.0215,0.13360040923706518,0.8741922115526364,False
HADH,0.3287264,0.0215,0.13360040923706518,0.8741922115526364,False
COL12A1,0.3478228,0.0216,0.13375263617826974,0.8736976495579983,False
DLST,0.3459718,0.0216,0.13375263617826974,0.8736976495579983,False
SEC16A,-0.3552694,0.0216,0.13375263617826974,0.8736976495579983,False
PDLIM4,0.3731392,0.0216,0.13375263617826974,0.8736976495579983,False
TMEM123,0.6986944,0.0216,0.13375263617826974,0.8736976495579983,False
MSL1,0.345213,0.0216,0.13375263617826974,0.8736976495579983,False
NMT1,-0.2305199,0.0216,0.13375263617826974,0.8736976495579983,False
HDAC8,-0.2487659,0.0216,0.13375263617826974,0.8736976495579983,False
GPRIN2,-0.5198857,0.0216,0.13375263617826974,0.8736976495579983,False
HCFC1R1,0.2624003,0.0216,0.13375263617826974,0.8736976495579983,False
FAM122A,0.2734684,0.0216,0.13375263617826974,0.8736976495579983,False
PGAP1,-0.2626781,0.0216,0.13375263617826974,0.8736976495579983,False
GTF2IRD2,-0.3232551,0.0217,0.13409843023255816,0.8725763060061797,False
FBXL20,-0.2367325,0.0217,0.13409843023255816,0.8725763060061797,False
XLOC_006568,-0.4832371,0.0217,0.13409843023255816,0.8725763060061797,False
MFSD5,-0.2396303,0.0217,0.13409843023255816,0.8725763060061797,False
NPAT,-0.393259,0.0217,0.13409843023255816,0.8725763060061797,False
XLOC_010952,0.3960589,0.0217,0.13409843023255816,0.8725763060061797,False
PPIB,0.2794362,0.0217,0.13409843023255816,0.8725763060061797,False
SARNP,-0.2854294,0.0218,0.13455993031358887,0.8710842464601913,False
PSMD6,-0.3345547,0.0218,0.13455993031358887,0.8710842464601913,False
XLOC_002725,-0.5537989,0.0218,0.13455993031358887,0.8710842464601913,False
TIMM10,0.2482881,0.0218,0.13455993031358887,0.8710842464601913,False
COL27A1,0.2818215,0.0219,0.1349029846421327,0.8699784417345477,False
ZDHHC14,-0.3698352,0.0219,0.1349029846421327,0.8699784417345477,False
SLC28A2,0.2885526,0.0219,0.1349029846421327,0.8699784417345477,False
OTUD7A,-0.2207208,0.0219,0.1349029846421327,0.8699784417345477,False
PLEKHA8,-0.3674178,0.0219,0.1349029846421327,0.8699784417345477,False
VEPH1,0.5974436,0.0219,0.1349029846421327,0.8699784417345477,False
ZNF691,-0.2823032,0.0219,0.1349029846421327,0.8699784417345477,False
DERL1,-0.2533202,0.022,0.13520555073720728,0.8690054784753344,False
LOC100131564,0.3364937,0.022,0.13520555073720728,0.8690054784753344,False
CCNL1,-0.2309277,0.022,0.13520555073720728,0.8690054784753344,False
CPXM1,-0.2686114,0.022,0.13520555073720728,0.8690054784753344,False
ZNF341,-0.2389439,0.022,0.13520555073720728,0.8690054784753344,False
KIAA1737,-0.2802603,0.022,0.13520555073720728,0.8690054784753344,False
LIPT2,-0.2776743,0.022,0.13520555073720728,0.8690054784753344,False
DCC,-0.2453762,0.022,0.13520555073720728,0.8690054784753344,False
CHD8,-0.2742033,0.0221,0.13554581650317368,0.8679138819759666,False
KIAA1107,-0.3321093,0.0221,0.13554581650317368,0.8679138819759666,False
FBXO28,-0.2590116,0.0221,0.13554581650317368,0.8679138819759666,False
SERP1,0.2366744,0.0221,0.13554581650317368,0.8679138819759666,False
CHD4,-0.2352907,0.0221,0.13554581650317368,0.8679138819759666,False
KLHL18,-0.2192624,0.0221,0.13554581650317368,0.8679138819759666,False
DTX3,-0.4397657,0.0221,0.13554581650317368,0.8679138819759666,False
SLAMF7,0.4899875,0.0222,0.13580650359712232,0.8670794317586732,False
ABCD1,-0.3266695,0.0222,0.13580650359712232,0.8670794317586732,False
TBC1D20,-0.3005246,0.0222,0.13580650359712232,0.8670794317586732,False
ZSCAN16,-0.2535733,0.0222,0.13580650359712232,0.8670794317586732,False
CYP4Z1,0.4855833,0.0222,0.13580650359712232,0.8670794317586732,False
PSMD14,-0.3096502,0.0222,0.13580650359712232,0.8670794317586732,False
COX7C,0.2466246,0.0222,0.13580650359712232,0.8670794317586732,False
HNRNPAB,-0.3768895,0.0222,0.13580650359712232,0.8670794317586732,False
ZNF227,-0.2699453,0.0222,0.13580650359712232,0.8670794317586732,False
RFT1,-0.3046405,0.0223,0.13622224137931033,0.8657519781815994,False
SLC4A11,0.3426416,0.0223,0.13622224137931033,0.8657519781815994,False
PRR7,0.3345383,0.0223,0.13622224137931033,0.8657519781815994,False
TAOK3,-0.2544629,0.0223,0.13622224137931033,0.8657519781815994,False
MMP3,-0.3888854,0.0223,0.13622224137931033,0.8657519781815994,False
AKIP1,-0.265415,0.0224,0.1366367862266858,0.8644323613830446,False
ATG4A,-0.3278768,0.0224,0.1366367862266858,0.8644323613830446,False
CALB2,-0.519506,0.0224,0.1366367862266858,0.8644323613830446,False
FAM160A1,0.288929,0.0224,0.1366367862266858,0.8644323613830446,False
NAT8L,-0.2480979,0.0224,0.1366367862266858,0.8644323613830446,False
MSRB2,-0.2421639,0.0225,0.13669762789368392,0.8642390216547231,False
RELA,-0.2528692,0.0225,0.13669762789368392,0.8642390216547231,False
JAM2,0.263585,0.0225,0.13669762789368392,0.8642390216547231,False
DNAH11,0.4275464,0.0225,0.13669762789368392,0.8642390216547231,False
RINL,0.3893995,0.0225,0.13669762789368392,0.8642390216547231,False
LOC100506068,-0.4581428,0.0225,0.13669762789368392,0.8642390216547231,False
FGF2,-0.5267894,0.0225,0.13669762789368392,0.8642390216547231,False
PRRT1,-0.2626469,0.0225,0.13669762789368392,0.8642390216547231,False
SNORA24,0.3134345,0.0225,0.13669762789368392,0.8642390216547231,False
TMCC3,-0.2964516,0.0225,0.13669762789368392,0.8642390216547231,False
PDCD4,-0.3563891,0.0225,0.13669762789368392,0.8642390216547231,False
KRT34,-0.4384496,0.0225,0.13669762789368392,0.8642390216547231,False
SS18,-0.2621485,0.0225,0.13669762789368392,0.8642390216547231,False
FBXL17,-0.2906592,0.0225,0.13669762789368392,0.8642390216547231,False
TSPYL1,-0.3093356,0.0226,0.13679692482915717,0.8639236653698432,False
PAQR8,0.2688372,0.0226,0.13679692482915717,0.8639236653698432,False
GNG2,-0.2545073,0.0226,0.13679692482915717,0.8639236653698432,False
MRGPRD,-0.6441998,0.0226,0.13679692482915717,0.8639236653698432,False
LOC100505601,-0.3216109,0.0226,0.13679692482915717,0.8639236653698432,False
ZC3H15,-0.2900076,0.0226,0.13679692482915717,0.8639236653698432,False
TSC22D4,-0.2595794,0.0226,0.13679692482915717,0.8639236653698432,False
AKAP8,-0.294215,0.0226,0.13679692482915717,0.8639236653698432,False
CACNA1C,0.3049055,0.0226,0.13679692482915717,0.8639236653698432,False
SLC35F5,0.2209458,0.0226,0.13679692482915717,0.8639236653698432,False
ACSBG2,0.4994313,0.0226,0.13679692482915717,0.8639236653698432,False
ABHD2,-0.4376521,0.0226,0.13679692482915717,0.8639236653698432,False
SNORD98,-0.3463138,0.0226,0.13679692482915717,0.8639236653698432,False
JPH1,0.3019632,0.0227,0.1370120954003407,0.8632410917213146,False
FAM151A,-0.3411933,0.0227,0.1370120954003407,0.8632410917213146,False
RBM25,-0.3997851,0.0227,0.1370120954003407,0.8632410917213146,False
LOC283888,-0.3553191,0.0227,0.1370120954003407,0.8632410917213146,False
LINC00311,-0.4276945,0.0227,0.1370120954003407,0.8632410917213146,False
RLN1,0.4185511,0.0227,0.1370120954003407,0.8632410917213146,False
TREH,0.2870004,0.0227,0.1370120954003407,0.8632410917213146,False
NAP1L3,-0.2699686,0.0227,0.1370120954003407,0.8632410917213146,False
ANO6,0.2653036,0.0227,0.1370120954003407,0.8632410917213146,False
NPHP1,-0.2448701,0.0227,0.1370120954003407,0.8632410917213146,False
DCAF10,0.3172844,0.0228,0.13730379603399434,0.862317455670548,False
SLC25A20,-0.3790106,0.0228,0.13730379603399434,0.862317455670548,False
CKS2,0.402896,0.0228,0.13730379603399434,0.862317455670548,False
HIF3A,0.2433159,0.0228,0.13730379603399434,0.862317455670548,False
XLOC_002760,-0.4828774,0.0228,0.13730379603399434,0.862317455670548,False
PITX1,-0.3898701,0.0228,0.13730379603399434,0.862317455670548,False
FILIP1L,0.3889161,0.0228,0.13730379603399434,0.862317455670548,False
AXIN2,-0.5714162,0.0228,0.13730379603399434,0.862317455670548,False
SNAR-G1,-0.3656312,0.0229,0.13771094766619518,0.8610315330762094,False
ZNF815,0.2509112,0.0229,0.13771094766619518,0.8610315330762094,False
XLOC_000363,0.3013113,0.0229,0.13771094766619518,0.8610315330762094,False
HSD11B2,-0.427663,0.0229,0.13771094766619518,0.8610315330762094,False
TBPL1,-0.2801904,0.0229,0.13771094766619518,0.8610315330762094,False
SNORD72,0.4322535,0.023,0.13788324873096447,0.8604884925304852,False
PGS1,-0.3627223,0.023,0.13788324873096447,0.8604884925304852,False
ADAM8,-0.4264196,0.023,0.13788324873096447,0.8604884925304852,False
CLCN6,0.2659024,0.023,0.13788324873096447,0.8604884925304852,False
CCL15,0.3113821,0.023,0.13788324873096447,0.8604884925304852,False
ZNF621,-0.2302759,0.023,0.13788324873096447,0.8604884925304852,False
SERPINF1,0.2207018,0.023,0.13788324873096447,0.8604884925304852,False
IL27RA,0.3008172,0.023,0.13788324873096447,0.8604884925304852,False
RBPMS,0.3033051,0.023,0.13788324873096447,0.8604884925304852,False
SSH3,0.4401068,0.023,0.13788324873096447,0.8604884925304852,False
PLCB3,0.2723162,0.023,0.13788324873096447,0.8604884925304852,False
MEA1,0.2345187,0.0231,0.13817101857062464,0.8595830408603176,False
ZNF263,-0.3486503,0.0231,0.13817101857062464,0.8595830408603176,False
CRLF1,0.5287363,0.0231,0.13817101857062464,0.8595830408603176,False
XLOC_l2_002729,-0.2529433,0.0231,0.13817101857062464,0.8595830408603176,False
MRPS24,0.2471197,0.0231,0.13817101857062464,0.8595830408603176,False
SPAG6,-0.4350434,0.0231,0.13817101857062464,0.8595830408603176,False
LOC100507218,-0.5291324,0.0231,0.13817101857062464,0.8595830408603176,False
DNAJB5,-0.3242861,0.0231,0.13817101857062464,0.8595830408603176,False
FUT7,-0.447859,0.0232,0.13837979797979796,0.8589273077571167,False
C14orf82,-0.3303095,0.0232,0.13837979797979796,0.8589273077571167,False
ZMYM3,-0.2310859,0.0232,0.13837979797979796,0.8589273077571167,False
ITPRIPL2,0.250034,0.0232,0.13837979797979796,0.8589273077571167,False
FAM22A,-0.4687028,0.0232,0.13837979797979796,0.8589273077571167,False
MAML2,-0.3389592,0.0232,0.13837979797979796,0.8589273077571167,False
MMP7,0.7824961,0.0232,0.13837979797979796,0.8589273077571167,False
ZCCHC14,-0.2887402,0.0232,0.13837979797979796,0.8589273077571167,False
RPUSD2,-0.2187722,0.0232,0.13837979797979796,0.8589273077571167,False
MICAL1,-0.4007478,0.0232,0.13837979797979796,0.8589273077571167,False
NAPEPLD,0.2308393,0.0233,0.1388204596412556,0.8575465219612456,False
TGM1,-0.3405353,0.0233,0.1388204596412556,0.8575465219612456,False
TTC37,0.2456472,0.0233,0.1388204596412556,0.8575465219612456,False
XYLB,0.4870913,0.0233,0.1388204596412556,0.8575465219612456,False
PLA2G5,0.5460723,0.0234,0.1390654738607772,0.8567806800220058,False
TBC1D4,-0.3304653,0.0234,0.1390654738607772,0.8567806800220058,False
RPL39,0.2731426,0.0234,0.1390654738607772,0.8567806800220058,False
ABO,0.2682709,0.0234,0.1390654738607772,0.8567806800220058,False
LOC100506054,0.3175261,0.0234,0.1390654738607772,0.8567806800220058,False
PRCP,0.2501064,0.0234,0.1390654738607772,0.8567806800220058,False
TSEN34,0.23759,0.0234,0.1390654738607772,0.8567806800220058,False
PABPC4,0.2952656,0.0234,0.1390654738607772,0.8567806800220058,False
AP3S1,0.2611963,0.0234,0.1390654738607772,0.8567806800220058,False
ZNF200,-0.2351816,0.0235,0.1391928113680691,0.8563831933446827,False
CBLC,0.5108776,0.0235,0.1391928113680691,0.8563831933446827,False
RPL7A,0.2517452,0.0235,0.1391928113680691,0.8563831933446827,False
C17orf88,-0.3518568,0.0235,0.1391928113680691,0.8563831933446827,False
PTPRA,0.2195373,0.0235,0.1391928113680691,0.8563831933446827,False
LRRK1,0.3454254,0.0235,0.1391928113680691,0.8563831933446827,False
LMBRD2,-0.4013982,0.0235,0.1391928113680691,0.8563831933446827,False
TYROBP,0.2810864,0.0235,0.1391928113680691,0.8563831933446827,False
C20orf4,-0.2465458,0.0235,0.1391928113680691,0.8563831933446827,False
HGSNAT,-0.232025,0.0235,0.1391928113680691,0.8563831933446827,False
TRIM37,0.3352866,0.0235,0.1391928113680691,0.8563831933446827,False
TRIM24,-0.2950776,0.0235,0.1391928113680691,0.8563831933446827,False
PLIN4,0.4634161,0.0236,0.13947422852376978,0.8555060321315837,False
PDSS2,0.2227959,0.0236,0.13947422852376978,0.8555060321315837,False
NOD2,0.4160347,0.0236,0.13947422852376978,0.8555060321315837,False
GIT2,0.2323634,0.0236,0.13947422852376978,0.8555060321315837,False
RIN1,0.4222135,0.0236,0.13947422852376978,0.8555060321315837,False
ARHGAP26,0.2800419,0.0236,0.13947422852376978,0.8555060321315837,False
ZFYVE28,0.2940354,0.0236,0.13947422852376978,0.8555060321315837,False
LYSMD4,-0.2854535,0.0236,0.13947422852376978,0.8555060321315837,False
GPR107,-0.2174622,0.0237,0.13971564059900166,0.8547549736594584,False
AGTRAP,0.3623833,0.0237,0.13971564059900166,0.8547549736594584,False
MCM5,-0.3445272,0.0237,0.13971564059900166,0.8547549736594584,False
GPR125,0.3293652,0.0237,0.13971564059900166,0.8547549736594584,False
PTPN13,-0.230958,0.0237,0.13971564059900166,0.8547549736594584,False
ACOT7,-0.3645486,0.0237,0.13971564059900166,0.8547549736594584,False
OR2F1,-0.4157528,0.0237,0.13971564059900166,0.8547549736594584,False
GBP4,0.280152,0.0237,0.13971564059900166,0.8547549736594584,False
MYADML2,-0.3882854,0.0237,0.13971564059900166,0.8547549736594584,False
SLC35E2,-0.2894879,0.0238,0.1401108834117973,0.8535281286534937,False
CFI,0.2492971,0.0238,0.1401108834117973,0.8535281286534937,False
MPDZ,0.2858139,0.0238,0.1401108834117973,0.8535281286534937,False
KIF3C,-0.2658352,0.0238,0.1401108834117973,0.8535281286534937,False
CAMKK2,-0.3557324,0.0238,0.1401108834117973,0.8535281286534937,False
TUBGCP3,0.2454093,0.0239,0.14054390041493775,0.8521879979655911,False
SPAST,-0.2327366,0.0239,0.14054390041493775,0.8521879979655911,False
LOC100506124,-0.3289229,0.0239,0.14054390041493775,0.8521879979655911,False
RFPL1-AS1,0.2250201,0.0239,0.14054390041493775,0.8521879979655911,False
ABLIM1,-0.2704513,0.024,0.14074262068965518,0.8515743664785856,False
FAM172A,0.3179313,0.024,0.14074262068965518,0.8515743664785856,False
NKX6-1,-0.3470724,0.024,0.14074262068965518,0.8515743664785856,False
PCDH19,-0.4197344,0.024,0.14074262068965518,0.8515743664785856,False
BRMS1,-0.3037539,0.024,0.14074262068965518,0.8515743664785856,False
LOC283788,-0.2509932,0.024,0.14074262068965518,0.8515743664785856,False
XLOC_009120,0.2710374,0.024,0.14074262068965518,0.8515743664785856,False
NKIRAS2,-0.2546884,0.024,0.14074262068965518,0.8515743664785856,False
MOGAT1,0.5469338,0.024,0.14074262068965518,0.8515743664785856,False
FAF1,0.2700517,0.024,0.14074262068965518,0.8515743664785856,False
LOC728228,-0.5457724,0.0241,0.14074664835164835,0.8515619383573667,False
TMED10,-0.2646776,0.0241,0.14074664835164835,0.8515619383573667,False
IRAK1,0.4140207,0.0241,0.14074664835164835,0.8515619383573667,False
ZNF223,-0.2521394,0.0241,0.14074664835164835,0.8515619383573667,False
CYP21A2,-0.4391218,0.0241,0.14074664835164835,0.8515619383573667,False
CDH1,-0.529557,0.0241,0.14074664835164835,0.8515619383573667,False
CNPPD1,-0.3796017,0.0241,0.14074664835164835,0.8515619383573667,False
DTX1,-0.265785,0.0241,0.14074664835164835,0.8515619383573667,False
LOC100130776,0.3734019,0.0241,0.14074664835164835,0.8515619383573667,False
MRPL33,0.3204228,0.0241,0.14074664835164835,0.8515619383573667,False
PLCE1,-0.2608975,0.0241,0.14074664835164835,0.8515619383573667,False
NEB,-0.4933724,0.0241,0.14074664835164835,0.8515619383573667,False
GALNTL6,-0.840884,0.0241,0.14074664835164835,0.8515619383573667,False
PVRL3-AS1,0.4539995,0.0241,0.14074664835164835,0.8515619383573667,False
IQCH,0.3330807,0.0241,0.14074664835164835,0.8515619383573667,False
KLC1,-0.4674828,0.0242,0.1410980800877674,0.8504788956217054,False
PCDH11X,-0.4979583,0.0242,0.1410980800877674,0.8504788956217054,False
MEIS1,-0.2354807,0.0242,0.1410980800877674,0.8504788956217054,False
HSDL2,0.2730855,0.0242,0.1410980800877674,0.8504788956217054,False
TPP1,0.2600096,0.0242,0.1410980800877674,0.8504788956217054,False
NAT6,-0.2464883,0.0242,0.1410980800877674,0.8504788956217054,False
TNFRSF18,-0.4465588,0.0243,0.14140963591568573,0.8495209958967836,False
RHBDD3,-0.2197551,0.0243,0.14140963591568573,0.8495209958967836,False
CHKB,-0.29394,0.0243,0.14140963591568573,0.8495209958967836,False
PIWIL4,0.4930116,0.0243,0.14140963591568573,0.8495209958967836,False
LOC389906,0.2139181,0.0243,0.14140963591568573,0.8495209958967836,False
TMEM62,0.306945,0.0243,0.14140963591568573,0.8495209958967836,False
STK40,-0.242458,0.0243,0.14140963591568573,0.8495209958967836,False
TRIM41,-0.2964855,0.0244,0.1416812892652281,0.8486874998259807,False
BNIP3,0.2524867,0.0244,0.1416812892652281,0.8486874998259807,False
SGTA,-0.2565953,0.0244,0.1416812892652281,0.8486874998259807,False
SNORD4B,0.2436578,0.0244,0.1416812892652281,0.8486874998259807,False
TMLHE,0.2387628,0.0244,0.1416812892652281,0.8486874998259807,False
SERPINE2,0.3202341,0.0244,0.1416812892652281,0.8486874998259807,False
TRPV2,0.253566,0.0244,0.1416812892652281,0.8486874998259807,False
TLR1,-0.2949389,0.0244,0.1416812892652281,0.8486874998259807,False
HYAL1,0.3235707,0.0245,0.1418357843137255,0.8482141854478514,False
NDUFA7,0.2499053,0.0245,0.1418357843137255,0.8482141854478514,False
LMO2,-0.437006,0.0245,0.1418357843137255,0.8482141854478514,False
MGAT4A,0.2463546,0.0245,0.1418357843137255,0.8482141854478514,False
OPCML,-0.5640218,0.0245,0.1418357843137255,0.8482141854478514,False
CPEB3,-0.2963891,0.0245,0.1418357843137255,0.8482141854478514,False
LOC286189,0.2537548,0.0245,0.1418357843137255,0.8482141854478514,False
KIDINS220,-0.2581823,0.0245,0.1418357843137255,0.8482141854478514,False
L3MBTL2,-0.4332564,0.0245,0.1418357843137255,0.8482141854478514,False
OR2A2,-0.3317789,0.0245,0.1418357843137255,0.8482141854478514,False
SCD,0.303029,0.0245,0.1418357843137255,0.8482141854478514,False
ANK3,-0.3216075,0.0246,0.14225973884657236,0.8469179928938737,False
CLEC11A,0.2744597,0.0246,0.14225973884657236,0.8469179928938737,False
MRPL54,-0.3194679,0.0246,0.14225973884657236,0.8469179928938737,False
TUBGCP2,-0.2937257,0.0246,0.14225973884657236,0.8469179928938737,False
RIBC1,-0.2262082,0.0247,0.1424891723202171,0.8462181362185837,False
CLSTN3,-0.3380175,0.0247,0.1424891723202171,0.8462181362185837,False
PDPR,-0.2869924,0.0247,0.1424891723202171,0.8462181362185837,False
YPEL4,-0.3024971,0.0247,0.1424891723202171,0.8462181362185837,False
H1FX,-0.3151117,0.0247,0.1424891723202171,0.8462181362185837,False
PAQR6,-0.3190828,0.0247,0.1424891723202171,0.8462181362185837,False
PPP1CA,-0.3293393,0.0247,0.1424891723202171,0.8462181362185837,False
EIF3K,-0.232819,0.0247,0.1424891723202171,0.8462181362185837,False
TTC16,0.3069208,0.0247,0.1424891723202171,0.8462181362185837,False
RGAG1,-0.6052473,0.0248,0.14283348685992955,0.84516996165262,False
PEX14,-0.2223821,0.0248,0.14283348685992955,0.84516996165262,False
SERPINH1,0.2876683,0.0248,0.14283348685992955,0.84516996165262,False
CHTF18,0.2430655,0.0248,0.14283348685992955,0.84516996165262,False
H2AFZ,-0.4044208,0.0248,0.14283348685992955,0.84516996165262,False
MGC3771,-0.3423717,0.0248,0.14283348685992955,0.84516996165262,False
CMAS,0.2459686,0.0249,0.1430992700729927,0.8443625815028369,False
C11orf49,-0.2722925,0.0249,0.1430992700729927,0.8443625815028369,False
XAGE1A,-0.7633362,0.0249,0.1430992700729927,0.8443625815028369,False
LOC100506563,-0.5991976,0.0249,0.1430992700729927,0.8443625815028369,False
LOC100270804,0.2772682,0.0249,0.1430992700729927,0.8443625815028369,False
LOC100129550,-0.2505469,0.0249,0.1430992700729927,0.8443625815028369,False
LY6G5B,-0.4973751,0.0249,0.1430992700729927,0.8443625815028369,False
TOMM40,-0.3030626,0.0249,0.1430992700729927,0.8443625815028369,False
EPN2,-0.2683106,0.025,0.14340259039395575,0.8434430035940202,False
PPM1E,-0.2150636,0.025,0.14340259039395575,0.8434430035940202,False
HDAC11,-0.3974375,0.025,0.14340259039395575,0.8434430035940202,False
ZC3H4,-0.2503273,0.025,0.14340259039395575,0.8434430035940202,False
MYL6B,0.2188352,0.025,0.14340259039395575,0.8434430035940202,False
SHC4,0.2654894,0.025,0.14340259039395575,0.8434430035940202,False
ADC,-0.2399246,0.025,0.14340259039395575,0.8434430035940202,False
TMSB4XP1,0.6083507,0.0251,0.1437047670347428,0.8425288250282998,False
LOC100507266,0.2836463,0.0251,0.1437047670347428,0.8425288250282998,False
C5orf41,0.2925562,0.0251,0.1437047670347428,0.8425288250282998,False
SULT1A4,-0.2629565,0.0251,0.1437047670347428,0.8425288250282998,False
CENPL,-0.3390083,0.0251,0.1437047670347428,0.8425288250282998,False
CNOT7,0.2426691,0.0251,0.1437047670347428,0.8425288250282998,False
FAM83G,0.3018184,0.0251,0.1437047670347428,0.8425288250282998,False
CAPS2,0.3820438,0.0252,0.1440058064516129,0.8416199963835326,False
SH3BP5,-0.2998751,0.0252,0.1440058064516129,0.8416199963835326,False
SORBS3,0.2684202,0.0252,0.1440058064516129,0.8416199963835326,False
HCN4,-0.2435139,0.0252,0.1440058064516129,0.8416199963835326,False
ZBTB9,-0.2326082,0.0252,0.1440058064516129,0.8416199963835326,False
