GENE_SYMBOL,logFC,P.Value,FDR
PSME4,0.020666666666666663,0.5804622250668432,1.0
ATF6,0.08,0.2566179,1.0
RPS29,-0.048525,0.7615724380149771,1.0
GOLGA6L1,0.266,0.25668977,1.0
SEPT5,-0.465,0.25679425,1.0
ECI1,-0.0843,0.25686722,1.0
FADS6,-0.0899,0.25692827,1.0
LINC00087,0.0442,0.5758362541234175,1.0
GLI2,0.04925,0.7561059481147874,1.0
ENTPD7,0.237,0.25701194,1.0
RNF220,0.009300000000000003,0.35684738172925856,1.0
GNA12,0.15215,0.251448814584014,1.0
CYC1,0.0833,0.25704878,1.0
LOC400084,-0.882,0.25716044,1.0
COL1A1,0.558,0.25723548,1.0
PTPLB,-0.06975,0.39568530683034503,1.0
METRNL,0.119,0.25726478,1.0
CRTAP,-0.237,0.25726556,1.0
VENTXP7,0.459,0.25737757,1.0
FBLN5,0.204,0.2574284,1.0
ARHGDIG,0.234,0.25742856,1.0
HAVCR1,-0.173,0.25745223,1.0
BRD3,0.046225,0.6867852116883006,1.0
LOC730101,0.844,0.25766074,1.0
ZMIZ2,0.1,0.25771551,1.0
TMEM30B,-0.984,0.25774424,1.0
SLC7A4,-0.557,0.25779472,1.0
PCDH11X,0.33735000000000004,0.5456215576404885,1.0
RETNLB,0.264,0.25792892,1.0
DENND3,0.12033333333333333,0.420974017811932,1.0
KRCC1,-0.122,0.2580248,1.0
COX8C,-0.347,0.25807703,1.0
CDKN2AIP,-0.0867,0.25808074,1.0
GNRH1,-0.258,0.25815532,1.0
ADIPOQ,0.504,0.25823326,1.0
SSX5,-0.217,0.25834003,1.0
CCDC112,-0.215,0.25843618,1.0
LOC100128830,-0.554,0.25845329,1.0
LOC100507431,0.0887,0.25852365,1.0
AP4M1,0.04544999999999999,0.5258410067613069,1.0
ARHGEF10,0.0180975,0.7406019690191943,1.0
SAMD8,0.252,0.25863509,1.0
RGS21,-0.162,0.25866956,1.0
LOC339400,-0.478,0.25868769,1.0
TENC1,-0.114,0.25879215,1.0
KLHL21,0.201,0.25880167,1.0
MUC5AC,-0.021659999999999995,0.7686235032149306,1.0
CCRL1,0.275,0.25890776,1.0
ZNF564,0.189,0.25895086,1.0
LOC145820,-0.702,0.25898641,1.0
DLL4,0.0896,0.25899914,1.0
MYCBP2,0.07865,0.48716335968642965,1.0
ELOVL5,-0.10285,0.4208767754135848,1.0
SPATA6,-0.09295,0.5905195382446677,1.0
ARL4D,0.313,0.25917571,1.0
PIGO,0.313,0.25919706,1.0
LOC100129617,-0.468,0.25954934,1.0
GP1BB,0.06505,0.5242980662928118,1.0
PLEK2,-0.175,0.25957534,1.0
ZC3H3,0.124,0.25958923,1.0
LINC00339,-0.0964,0.25966127,1.0
MAL2,-0.0803,0.25972224,1.0
LPIN3,-0.132,0.25974174,1.0
MMP7,0.503,0.25981932,1.0
PRMT6,0.106,0.25986912,1.0
ZNF721,-0.127,0.25987036,1.0
RALBP1,0.0313,0.5917823737015004,1.0
CRISP2,0.14501999999999998,0.5891640079223857,1.0
SSR1,-0.07229000000000001,0.6112820809744901,1.0
ACOXL,0.08965000000000001,0.5892804648709928,1.0
CCL19,0.2071,0.44567475001930834,1.0
CBLN4,0.404,0.26015134,1.0
CSGALNACT2,-0.06633333333333334,0.7139211399567367,1.0
YEATS2,-0.0333735,0.6099397414473514,1.0
OR5AK4P,-0.496,0.26024033,1.0
SCARNA12,0.199,0.26029927,1.0
LAPTM4B,0.0664,0.3021791809186019,1.0
GPRIN3,-0.147,0.26037399,1.0
NFKBIL1,-0.005300000000000006,0.4557453677530492,1.0
ZNF70,-0.44,0.26043589,1.0
SLC22A4,-0.298,0.26058966,1.0
NUDT9P1,-0.293,0.26063509,1.0
OR6X1,0.491,0.26068059,1.0
PRMT8,0.682,0.26070612,1.0
APOL2,-0.0803,0.26071134,1.0
ANKLE1,0.0995,0.26072117,1.0
WSB2,-0.0963,0.26074421,1.0
LRPPRC,0.08539999999999999,0.6441916628306519,1.0
ORM2,0.0789,0.2607947,1.0
LOC647012,0.118,0.26084548,1.0
LOC100128751,-0.25,0.26090679,1.0
DLX6-AS1,-0.647,0.26091547,1.0
CYYR1,0.35195499999999996,0.5902432432028237,1.0
LEFTY2,-0.121,0.2609629,1.0
ASNA1,0.129,0.26096528,1.0
LOC389791,-0.652,0.26100858,1.0
SBF2,-0.0838,0.26101752,1.0
PLEKHM3,0.11453333333333333,0.7237563953902608,1.0
ZNF280C,0.107,0.26111152,1.0
POSTN,0.432,0.26115528,1.0
HK3,2.11,0.26116885,1.0
FZR1,-0.1,0.26128652,1.0
PEX7,-0.09,0.41685244324366355,1.0
ECE2,-0.14400000000000002,0.3435875341820161,1.0
PRSS12,-0.266,0.26154464,1.0
C1orf150,0.21,0.26156169,1.0
OR10P1,-0.63,0.26156482,1.0
KIF2A,0.116,0.26173577,1.0
INSL4,0.121,0.26181502,1.0
FGD2,0.0985,0.4435785569827624,1.0
KLHL25,-0.0795,0.26198677,1.0
ATP6V1B2,0.162,0.26198692,1.0
SLC25A42,-0.097,0.26219981,1.0
FAM129C,-0.33199999999999996,0.311765361662363,1.0
UCKL1,-0.183,0.26221524,1.0
LOC100132764,0.723,0.26224484,1.0
PCDHB18,0.188,0.26226924,1.0
LEP,0.157,0.26242224,1.0
C3orf23,-0.20750000000000002,0.44704485961828366,1.0
CTRC,0.19195,0.5364390918534983,1.0
DEFB131,0.131,0.26249365,1.0
LOC728606,-0.276,0.26254314,1.0
C1orf220,-0.218,0.26256219,1.0
SMU1,0.0714,0.26261257,1.0
CDCA5,-0.6235,0.4160471430007947,1.0
CROCCP2,0.0010000000000000009,0.315816445033853,1.0
CEP57,-0.109,0.26278522,1.0
B3GNT4,-0.109,0.26285072,1.0
NDUFB10,0.094,0.26289899,1.0
AZU1,-0.345,0.26294779,1.0
SSFA2,-0.085,0.2629905,1.0
CLEC19A,-0.955,0.26317038,1.0
LOC100131907,-0.988,0.2632197,1.0
ISCU,-0.114,0.26323658,1.0
AMPD3,0.0706,0.5773068502751924,1.0
PCM1,-0.15675,0.4820447297308549,1.0
TRPV3,0.59,0.26345412,1.0
AJAP1,-0.158675,0.6062380776639589,1.0
C1GALT1,0.07615,0.4878580582372217,1.0
CACNA2D3,0.0866,0.515214822876646,1.0
PNLIPRP2,-0.16,0.2635243,1.0
RPS20P27,-0.0735,0.26362049,1.0
LOC100128348,0.18455999999999997,0.8696275666906815,1.0
KIAA0556,-0.1326,0.5322652696825871,1.0
ZFP106,0.137,0.26378228,1.0
LOC90784,0.0857,0.26383515,1.0
CHRM1,0.141,0.26389877,1.0
RNF31,0.109,0.26392329,1.0
SFXN5,0.015099999999999995,0.3188775730309721,1.0
C9orf80,-0.05105,0.43481580421538346,1.0
CDR2,-0.122,0.26406628,1.0
WDR62,0.29728,0.5950661173435221,1.0
HCFC1R1,-0.099,0.26410051,1.0
SHD,-0.18,0.26410681,1.0
SRGAP2,-0.23916666666666667,0.32587309212745885,1.0
C17orf51,0.104,0.26415173,1.0
RSPO3,0.0715,0.26945674324139685,1.0
ZNF286B,0.219,0.26421855,1.0
LAP3,-0.0931,0.26423495,1.0
LOC647020,0.377,0.26427647,1.0
RPL31P11,0.246,0.26441441,1.0
CCDC153,-0.268,0.26443713,1.0
IGF2,-0.1094,0.4034682134564966,1.0
GSTM3,0.0868,0.26449022,1.0
LOC389641,-0.797,0.26452285,1.0
GRIK4,0.325,0.36164512723063097,1.0
CG030,-0.306,0.26457564,1.0
WARS2,-0.17,0.26461152,1.0
DRD5,0.0345,0.3243462790616213,1.0
DYNC2LI1,-0.1925,0.2615298480970602,1.0
RTCD1,0.15171333333333334,0.4994626964350405,1.0
CXXC1,0.179,0.26476525,1.0
KLHL13,-0.127,0.26480894,1.0
LOC150935,-0.219,0.26483277,1.0
XLOC_002473,-0.22566666666666668,0.39429780356441607,1.0
FPGS,0.06855,0.3384191326376229,1.0
RAB43,-0.0858,0.26488886,1.0
D2HGDH,-0.1316,0.49148231538164255,1.0
GPR111,0.483,0.26491203,1.0
ASPHD1,-0.149,0.26491782,1.0
LOC441179,0.15749999999999997,0.3435798146096518,1.0
RAP1GDS1,-0.021900000000000003,0.2862543797900001,1.0
HNRNPU-AS1,-0.126,0.3901196468157724,1.0
LOC100128191,-0.379,0.26506682,1.0
C20orf160,0.05149999999999999,0.33095956062518744,1.0
RNF183,0.488,0.26510875,1.0
LNP1,-0.164,0.2651159,1.0
TMEM239,0.665,0.26522205,1.0
KRTAP5-8,-0.303,0.26523747,1.0
DDX3Y,0.0063,0.5234827843009124,1.0
SRSF8,-0.101,0.26534767,1.0
PIP5K1C,0.129,0.2653957,1.0
H2AFB2,-0.14505,0.5895214083907627,1.0
MLXIPL,0.113,0.2654253,1.0
NPAS2,0.101,0.26542584,1.0
NAA15,-0.202,0.26548722,1.0
USP24,0.161,0.26549894,1.0
SDC4,0.152,0.26552649,1.0
CDC42BPB,0.0659,0.26553193,1.0
GOLPH3L,-0.132,0.26553489,1.0
FAH,-0.0753,0.26557643,1.0
BPIFC,0.36045,0.30200768290967167,1.0
DAOA,0.0935,0.5577145717514562,1.0
EIF6,0.079,0.26566333,1.0
AQP4,-0.21250000000000002,0.3781267526086572,1.0
FRS2,-0.0801,0.26577612,1.0
CHRD,-0.0973,0.5855011010545266,1.0
RAPGEF3,0.149,0.5541314004179485,1.0
ZNF628,0.116,0.26591459,1.0
SMC5,1.09,0.26594501,1.0
MED1,0.08915000000000001,0.5087036594679935,1.0
NTF3,0.114,0.26597341,1.0
CCNG2,-0.13249999999999998,0.655024978143186,1.0
KDM4B,0.08645,0.4356732043855681,1.0
HLA-DMB,-0.601,0.26607151,1.0
GLYCTK,-0.21200000000000002,0.28863407395811,1.0
GAS2L3,-0.351,0.26609809,1.0
SCN1B,-0.183,0.26619087,1.0
NBPF7,0.133,0.26619536,1.0
KIAA0141,-0.052015000000000006,0.6083128888502811,1.0
LRCH2,1.01,0.26634574,1.0
XLOC_004018,-0.3025,0.27770652447513694,1.0
PRKAA1,-0.07527,0.6155608246783084,1.0
CISD3,-0.198,0.26638607,1.0
FOXD3,1.36,0.26642948,1.0
GGT7,0.044395,0.6079236017582856,1.0
C10orf47,0.07715,0.5027514403411004,1.0
MKLN1,-0.0245,0.39339557468847824,1.0
GUK1,0.0447,0.5397488625589372,1.0
TMC1,0.026050000000000004,0.5243713898915596,1.0
RNF144A,-0.339,0.26659431,1.0
MEP1B,0.379,0.26670921,1.0
SERPINB13,0.244,0.26671195,1.0
GSK3B,0.0708,0.26677503,1.0
LOC729737,-0.03955,0.5671181774539715,1.0
PART1,0.021000000000000005,0.30453353974897956,1.0
SLC11A1,-0.16144899999999998,0.836649290793217,1.0
IL2,1.54,0.26695984,1.0
RBMS1,-0.003433333333333332,0.7348727343660517,1.0
TRMT6,0.119,0.26701058,1.0
LOC100499484,-0.136,0.26704906,1.0
CEACAM20,-0.137,0.26714283,1.0
ZNF567,0.09795000000000001,0.38295409915950823,1.0
C10orf57,-0.0973,0.6179884265738538,1.0
KDR,0.39,0.26722095,1.0
HIST1H2BD,-0.0868,0.26723029,1.0
PRR20B,0.789,0.26724638,1.0
TSSC1,0.30105,0.5299616506351004,1.0
CAMSAP3,0.12,0.2672626,1.0
NDUFB8,0.0359,0.4141844007885832,1.0
CHD9,0.02135,0.37463002993255345,1.0
MED23,-0.043089999999999996,0.8952500265986826,1.0
WDR87,-0.3017535,0.6174546956056906,1.0
DGAT2,0.0809,0.26733951,1.0
RNF141,-0.149,0.26734807,1.0
LOC441666,0.09210000000000002,0.7100436762380629,1.0
CLECL1,0.19,0.26747454,1.0
LINC00266-1,-0.208,0.26749676,1.0
AKT1S1,-0.30985,0.3524329457112794,1.0
OGN,0.6472,0.3600660541468947,1.0
CCDC135,-0.614,0.26758523,1.0
GCNT3,0.257,0.2675886,1.0
PRR4,0.17,0.26763226,1.0
BCKDHB,-0.15173333333333333,0.47025540258583476,1.0
IRG1,-0.391,0.2677239,1.0
SNX25,0.056245,0.6155898235192779,1.0
CACNA2D4,-0.458,0.26776782,1.0
LOC100507421,0.214,0.2678113,1.0
SRP19,-0.2415,0.29694311934018,1.0
XLOC_004366,-0.14040000000000002,0.7018221976878025,1.0
INSM2,-0.145,0.26789586,1.0
KCNT2,-0.653,0.26792718,1.0
MAP3K13,-0.2559,0.488780069981007,1.0
GTSF1L,0.216,0.26793982,1.0
LILRP2,-0.631,0.26794153,1.0
ARMC4,-0.33235,0.3653642643542491,1.0
CHRNB1,0.0971,0.26803074,1.0
AQP6,0.07500000000000001,0.47371705148117715,1.0
POLR3E,0.04845,0.5793270986345832,1.0
GUCY2D,0.268,0.26813413,1.0
LOC286135,0.181,0.26814982,1.0
LRRC14,-0.123,0.26817002,1.0
HTR7,0.122,0.26826283,1.0
LOC100129055,-0.172,0.26826893,1.0
PAXIP1,0.0909,0.26827745,1.0
DAZ2,-0.052950000000000004,0.49652516760198917,1.0
LOC401490,0.411,0.26829707,1.0
TBCEL,0.112,0.26830779,1.0
PRB4,-0.050785000000000004,0.582049365135826,1.0
SERF2,-0.0599,0.46282726975423083,1.0
LOC100129250,-2.4,0.26836987,1.0
COPE,0.03995,0.6087868409566852,1.0
NCF1,-0.060375000000000005,0.5922687737946399,1.0
DLX1,0.0837,0.5588727274848431,1.0
STX16,-0.07625,0.32306439610632065,1.0
GH2,0.0225,0.5356067659915322,1.0
GATA1,0.247,0.26873524,1.0
HKDC1,0.0036500000000000005,0.3674011304420128,1.0
RTTN,-0.183,0.26879801,1.0
HSD17B1,0.0949,0.26884249,1.0
NAV3,0.2695,0.46079374420973174,1.0
KLK9,-0.238,0.26889783,1.0
RBBP4,0.021675,0.7562807888020978,1.0
ZNF343,-0.08325,0.5204475916431246,1.0
SP140L,0.134,0.26900976,1.0
LOC144481,-0.0843,0.26901628,1.0
SLC6A2,0.09565,0.5920946235054034,1.0
OR5M8,0.0785,0.26912475,1.0
LOC100506310,-0.11370999999999999,0.8350229199963203,1.0
CCHCR1,0.068,0.2691775,1.0
PAEP,-0.19508,0.6153658433658673,1.0
C7orf46,-0.163,0.42824037718651875,1.0
CHPF2,0.117,0.26932888,1.0
FREM1,-0.043699999999999996,0.5448095810585225,1.0
TSPY2,0.8,0.26936435,1.0
SNORA2A,0.424,0.26937337,1.0
PDZD7,0.8265,0.3747612673908356,1.0
MUL1,0.0807,0.26951323,1.0
SLC22A12,2.35,0.26959837,1.0
C14orf82,-0.293,0.26960817,1.0
LOC100128529,0.864,0.26964935,1.0
HLA-DQA1,0.743,0.5498714796153157,1.0
NDUFB1,-0.108,0.26966547,1.0
B9D2,0.0732,0.26966812,1.0
MGC16142,0.445,0.26967234,1.0
LOC401400,0.364,0.26967559,1.0
FZD9,-0.129,0.26969552,1.0
POLR1B,0.2695,0.33546740763243654,1.0
KPNA2,0.0748,0.26988778,1.0
SPC25,0.402,0.26990031,1.0
AHI1,-0.05185000000000001,0.665275320783929,1.0
TUBGCP5,0.174,0.26995499,1.0
C8orf59,-0.149,0.3033582042504173,1.0
ELP4,-0.0845,0.27009073,1.0
ARHGEF10L,0.1092,0.30510529906519707,1.0
PPP1R1C,-0.1692,0.5542170270954292,1.0
TXNL4B,-0.0892,0.27017368,1.0
QRICH2,0.266,0.5152237613146617,1.0
GUCA1C,0.112,0.27036098,1.0
AADACL3,-0.3342,0.49873828404665654,1.0
GPC3,0.21549999999999997,0.5567325893375559,1.0
CDC37,0.164,0.27037651,1.0
PTPN3,-0.0801,0.4565757352527441,1.0
ZC3H6,-0.33,0.27041942,1.0
ANKRD18B,0.263,0.27052401,1.0
LOC100130111,-0.143,0.27055964,1.0
KAT2A,0.0733,0.27060689,1.0
NEFH,1.0245,0.2714586974844139,1.0
ATG2B,-0.1,0.27065787,1.0
RRP1,0.478,0.27067997,1.0
GRWD1,0.132,0.27069433,1.0
QSER1,-0.106,0.27073855,1.0
DDO,-0.144,0.27080464,1.0
CCDC3,-0.249,0.27081206,1.0
TLCD1,-0.0733,0.27085181,1.0
SPRR2A,0.23490499999999997,0.6230516941897687,1.0
CPEB1,0.213,0.27099608,1.0
BAIAP2,0.007266666666666664,0.5385958320659474,1.0
MFSD7,0.0742,0.27109913,1.0
XLOC_009356,0.651,0.27117744,1.0
FLJ25758,0.639,0.2711888,1.0
IFI27L1,-0.171,0.27122653,1.0
LOC100131822,0.125,0.27124193,1.0
MDP1,-0.157,0.27126736,1.0
SNHG8,-0.04759,0.60835328339891,1.0
IDH3B,0.11449999999999999,0.4045585104986605,1.0
ACAD9,0.025150000000000006,0.4108424384812288,1.0
ACSL1,0.123,0.27135304,1.0
C22orf36,-0.131,0.27139135,1.0
TEX22,-0.618,0.27149075,1.0
FAM25C,-1.09,0.27152084,1.0
OR9G4,-0.37,0.27157024,1.0
FAM102B,-0.0658,0.5513054410113469,1.0
FAM54B,0.0756,0.27162782,1.0
RGS8,-0.299,0.27164492,1.0
ABCB9,0.1925,0.5247521984631318,1.0
JUND,-0.0877,0.27171256,1.0
STX7,-0.11455000000000001,0.49320089974873205,1.0
TMEM178,0.988,0.27175475,1.0
FGFR1,0.03166666666666667,0.4680508398224429,1.0
SAP130,0.0667,0.2718943,1.0
FAS,-0.0906,0.5415647016830376,1.0
CENPK,-0.169,0.27198502,1.0
LOC152274,0.372,0.27199287,1.0
FKBP5,-0.179,0.27205387,1.0
IQCK,0.109,0.27209085,1.0
CTBS,-0.08685000000000001,0.4150977382162805,1.0
NRADDP,0.641,0.27213386,1.0
IRGQ,0.191,0.27220037,1.0
LOC646736,0.0774,0.27222033,1.0
CSNK1A1L,-0.362,0.27223456,1.0
PNOC,0.383,0.27227338,1.0
VSNL1,-0.24,0.272332,1.0
FMO2,0.902,0.27242937,1.0
ERO1LB,-0.08950000000000001,0.48744432793340864,1.0
PDCD11,0.148,0.27248876,1.0
CAMKK2,0.0878,0.27249618,1.0
UHRF1BP1L,0.03945,0.5217725434341434,1.0
MGRN1,0.10425000000000001,0.4017571294810216,1.0
HSP90AB4P,0.105,0.27254602,1.0
TPP2,-0.04315000000000001,0.3061523951731445,1.0
TRPC5,-0.481,0.27260485,1.0
XLOC_007868,0.1221,0.8736814561865573,1.0
LOC100128787,0.0842,0.27276033,1.0
SERPING1,0.0699275,0.8841823654621905,1.0
LOC100131354,0.449,0.27283325,1.0
PAPD4,-0.0651,0.27291694,1.0
LOC100506694,-0.145,0.27295881,1.0
IL11RA,-0.105,0.27303795,1.0
PTPN20B,-0.07815,0.5739591073169992,1.0
BYSL,0.0819,0.27306843,1.0
KRTAP5-9,0.587,0.27314695,1.0
C1orf81,-0.502,0.27316107,1.0
SCGB1C1,0.0935,0.27327706,1.0
SLC9A1,0.09003333333333334,0.7653487383932532,1.0
PRR23B,0.15995,0.603486783922589,1.0
SLC6A12,0.292,0.27334211,1.0
JPH4,-0.6225,0.3466611364326076,1.0
GPR18,0.23,0.27337864,1.0
C4orf40,-0.2605,0.5092088833148858,1.0
CEND1,-0.0791,0.27354787,1.0
FLJ43944,-0.481,0.27362596,1.0
LYPD1,0.147,0.5088370737927559,1.0
WFDC6,-0.1615,0.49337254644051565,1.0
KIAA1279,-0.095,0.27375812,1.0
L1TD1,0.684,0.27377237,1.0
DCLK2,-0.41900000000000004,0.3867146602482752,1.0
XLOC_011430,0.303,0.27393837,1.0
NTSR2,0.236,0.2739666,1.0
SYNGAP1,-0.44,0.3482188245474001,1.0
ARID1A,0.186,0.27399538,1.0
PI3,0.236,0.27406691,1.0
OR4N2,-0.963,0.27409977,1.0
SYT8,-0.182,0.4535396186090235,1.0
MEN1,0.09259999999999999,0.42238485390469616,1.0
OR51B6,0.37734999999999996,0.34698363950277583,1.0
NAA30,0.009550000000000003,0.5612885041973983,1.0
ABHD12B,0.35070999999999997,0.6210057908537922,1.0
EHHADH,-0.218,0.27440362,1.0
NUFIP1,0.14,0.27460088,1.0
C18orf57,0.26,0.27463753,1.0
GSTO1,0.19,0.27472647,1.0
LOC283174,-0.191,0.27474211,1.0
SNORA55,0.256,0.27478016,1.0
ELOF1,0.0901,0.27478264,1.0
UNC13C,-0.233,0.27479468,1.0
HCRP1,0.311,0.27480912,1.0
FSCN1,0.2,0.27486455,1.0
DPYS,-0.236,0.27504057,1.0
PPP1R12A,-0.07919999999999999,0.5423820036562765,1.0
ACP5,-0.213,0.27521932,1.0
DNAJB2,-0.0387,0.5721175595119135,1.0
LOC100131608,-0.152,0.27522911,1.0
C17orf61,-0.191,0.27523403,1.0
ABHD10,-0.206,0.2752521,1.0
FIGN,-0.377,0.5248098936505883,1.0
PCDHB10,0.288,0.27541361,1.0
TSPYL5,-0.158,0.5070526553056769,1.0
ANO3,-0.123,0.27542965,1.0
LOC100129027,-0.064,0.3115199040519947,1.0
GRIA2,0.2571,0.4669807208991522,1.0
AMZ2P1,0.15660000000000002,0.5400879255813256,1.0
CAMK2N2,-0.115,0.27557301,1.0
WBP2,0.0897,0.2755812,1.0
ATAD3B,0.0882,0.6350741742484354,1.0
FAM131B,-0.901,0.27567244,1.0
NLRP4,0.2199,0.5920601909644225,1.0
ELMOD2,-0.11245,0.5241929992124224,1.0
SNHG13,0.0685,0.27576598,1.0
LOC147004,0.714,0.2757868,1.0
RPL37A,-0.05165,0.5773684886554918,1.0
JPH1,-0.178,0.27586464,1.0
PRSS37,2.18,0.27591352,1.0
FAM131A,-0.0837,0.27592177,1.0
SLC26A2,-0.14,0.27593999,1.0
PHKA2,0.115,0.27606673,1.0
HOXA4,0.366,0.27608482,1.0
ORC4,-0.05265,0.4469457904682671,1.0
KIF5B,-0.05315,0.5475925946253585,1.0
TWF2,0.103,0.27618071,1.0
KIF6,1.0363666666666667,0.5812261195039585,1.0
MDH1,-0.106,0.30103587903040246,1.0
LDHD,-0.0969,0.2763451,1.0
ARC,0.704,0.27634979,1.0
FAM27A,0.5046333333333334,0.5797713292091726,1.0
SMAGP,-0.0675,0.27647895,1.0
ERP27,-0.36,0.27656837,1.0
SREK1IP1,-0.046945,0.6287783478058111,1.0
HDC,0.138,0.27662401,1.0
DBT,-0.134,0.5644459672419069,1.0
XLOC_003457,-0.05186666666666669,0.532396546241864,1.0
TCEANC2,0.1173865,0.6304408943662552,1.0
KDELC2,-0.12115000000000001,0.40286278540990345,1.0
MUC21,-0.306,0.27712001,1.0
SFXN2,-0.127,0.27713097,1.0
CORO2A,-0.13545,0.27907234361037964,1.0
NPC1,0.234,0.2772243,1.0
DKFZp434L192,-0.934,0.27722527,1.0
DMRTC1,0.14,0.2773293,1.0
MAL,0.34,0.27737244,1.0
NIPSNAP1,-0.0853,0.27742474,1.0
CCDC158,-0.1234,0.5739490827396874,1.0
DPYSL5,-0.27,0.624122924841382,1.0
ATP5F1,-0.0977,0.277691,1.0
SCARB2,-0.0894,0.27781059,1.0
DSP,-0.03835,0.6159313528329489,1.0
ENTPD1,0.020916666666666677,0.6792323989157207,1.0
LMAN2,-0.111,0.27793428,1.0
RAD18,-0.11,0.27802314,1.0
GSTM2,0.2765,0.3892066477118401,1.0
ABLIM3,-0.0502,0.6053607977774018,1.0
RGMA,0.35,0.27810007,1.0
MAB21L1,0.415,0.27810372,1.0
EIF4E,-0.047400000000000005,0.6560310901039554,1.0
LRP12,-0.195,0.27821334,1.0
FLJ41941,-0.949,0.27825028,1.0
PAH,-0.138,0.27827864,1.0
LINC00265,0.09644749999999999,0.7843424014700916,1.0
FAM188B,-0.46270000000000006,0.7871055888799063,1.0
PPP3R2,0.235,0.27835575,1.0
RIT2,0.5805999999999999,0.5362452673880044,1.0
HOXC4,-0.118,0.27847775,1.0
GSTP1,-0.134,0.2785546,1.0
CCDC72,-0.0589,0.5687881670860905,1.0
SDK1,-0.421,0.27869171,1.0
RAB2B,0.1274,0.5476199911324844,1.0
MARCH10,-0.643,0.27876169,1.0
DQX1,-0.47,0.27885118,1.0
EPHA10,-0.015175000000000004,0.694681145790733,1.0
LRFN2,0.475,0.2789997,1.0
LOC100130894,-0.25656,0.6325318074971368,1.0
SPANXN1,0.178,0.27923207,1.0
COQ5,0.08109999999999999,0.48826008457062176,1.0
CTTN,0.06559999999999999,0.5260697403223977,1.0
LOC100131763,1.31,0.27930594,1.0
PIKFYVE,0.020799999999999996,0.8035090756083431,1.0
MVK,-0.0947,0.27944424,1.0
TRMT2B,0.007000000000000006,0.3811940744574048,1.0
GPR128,-0.371,0.27953541,1.0
C4orf48,0.106,0.27956022,1.0
TMEM41B,-0.134,0.2795771,1.0
BEND3,-0.018000000000000002,0.5970366633721795,1.0
C5orf13,0.1265,0.41440404181091994,1.0
DOCK5,0.023050000000000008,0.4491640127029102,1.0
SKINTL,0.273,0.27974622,1.0
FOLR1,-0.194,0.2797595,1.0
LIPT1,-0.124,0.27981518,1.0
SLC10A4,1.61,0.27983141,1.0
TXNDC9,-0.08115,0.415332875347425,1.0
SLC6A15,0.29410000000000003,0.7209172910193082,1.0
SCFD2,0.0824,0.27990397,1.0
BPIFA2,0.272,0.28000467,1.0
SDC3,0.06995,0.5789338351686522,1.0
C9orf116,0.06125,0.5782438705457621,1.0
RHOC,0.0785,0.28010333,1.0
MAP9,-0.198,0.5412044369959471,1.0
CCR3,0.228,0.28013242,1.0
TRIM66,-0.3175,0.4707182837904924,1.0
FLJ46361,0.138,0.28019027,1.0
SNORA46,0.179,0.28021503,1.0
MRS2,-0.09832,0.6296618424291642,1.0
LOC400752,-0.189,0.28047045,1.0
CITED1,-0.345,0.28050671,1.0
LOC286058,-0.404,0.28060297,1.0
PHF20L1,-0.0769,0.7758273552312667,1.0
DTNBP1,-0.05739999999999999,0.38811238291677524,1.0
XLOC_001952,-0.01761,0.7886960297417863,1.0
LOC100506422,0.0764,0.28069179,1.0
ADAMTSL5,0.038400000000000004,0.5981017016286043,1.0
POM121L9P,-0.249,0.2807945,1.0
CCDC42B,-0.341,0.28083804,1.0
TAGLN3,-0.122,0.280921,1.0
SOHLH2,-0.28746499999999997,0.6052720488200634,1.0
NAP1L6,0.139,0.28101282,1.0
CASK,0.06996666666666666,0.5319406560060913,1.0
SAMD5,0.0945,0.2812991,1.0
PABPC3,0.584,0.28135175,1.0
UBASH3B,-0.274,0.28135713,1.0
CST3,0.065,0.4717995655167344,1.0
C2orf53,-0.391,0.28138721,1.0
CDC42EP2,0.107,0.28139843,1.0
RNASE3,-2.45,0.2814187,1.0
SPAG6,0.122,0.28145022,1.0
BRD1,-0.125,0.28150555,1.0
ANKRD63,0.288,0.28154717,1.0
BIN3,0.0841,0.2816944,1.0
GLB1L,0.142,0.28171113,1.0
A2LD1,-0.102,0.28173388,1.0
SH3RF1,0.0852,0.28177284,1.0
LOC642776,-0.54,0.28178416,1.0
C17orf52,-0.499,0.28183736,1.0
SNAP25,0.319,0.28185611,1.0
WFDC12,0.395,0.28186742,1.0
ZNF29P,0.323,0.28191332,1.0
CHST1,0.2625,0.5780422732326231,1.0
PRSS35,0.32,0.28195972,1.0
C6orf38,0.124,0.28199071,1.0
HSD17B4,-0.0953,0.28200244,1.0
DCHS2,0.18377,0.800977015233519,1.0
DLX2,0.346,0.28204604,1.0
LOC284294,0.231,0.28209545,1.0
MRPS22,-0.108,0.28228955,1.0
MAPK15,0.20450000000000002,0.5771065897962198,1.0
HACE1,-0.137,0.5863043619549108,1.0
DEFB124,0.496,0.28236033,1.0
TAP2,0.16494999999999999,0.4922075785757484,1.0
CSRP3,0.136,0.28243608,1.0
LOC439949,0.108,0.28251846,1.0
CHRNA6,0.301,0.28261017,1.0
BTK,-0.41200000000000003,0.36633157214532835,1.0
C9orf125,-0.154,0.28269355,1.0
LYSMD2,-0.0818,0.28272419,1.0
SLC5A10,-0.11885,0.6280341718401553,1.0
KRTAP9-9,0.73,0.28279161,1.0
HIST1H2BC,-0.0919,0.28289563,1.0
