GENE_SYMBOL,logFC,P.Value,FDR
CACNG1,-0.150316,0.21,0.9399713038053649
ITGBL1,0.137668,0.21,0.9399713038053649
TBC1D5,-0.145726,0.21,0.9399713038053649
ADAMTS2,0.192596,0.21,0.9399713038053649
LCMT1,0.166922,0.21,0.9399713038053649
GSS,0.14841367,0.21,0.9399713038053649
RTP5,-0.14147933,0.21,0.9399713038053649
GLT8D1,0.14387267,0.211,0.9399713038053649
DLEU2L,0.16315367,0.211,0.9399713038053649
ITGA4,-0.13550967,0.211,0.9399713038053649
RIF1,-0.20545767,0.211,0.9399713038053649
COLGALT2,-0.168789,0.211,0.9399713038053649
FPGT-TNNI3K,-0.130527835,0.3614271694849113,0.9773148717948719
FPGT,-0.197165,0.211,0.9399713038053649
PPM1L,0.16188867,0.211,0.9399713038053649
TOMM20,-0.17230633,0.211,0.9399713038053649
RAD23B,0.15635867,0.211,0.9399713038053649
GRINA,0.13978867,0.211,0.9399713038053649
DERL1,0.143255,0.211,0.9399713038053649
OR4K13,-0.15944067,0.211,0.9399713038053649
NETO1,0.193907,0.211,0.9399713038053649
CFHR4,-0.33877167,0.211,0.9399713038053649
CCDC85C,0.005976999999999996,0.2798434762827206,0.9616775257101693
OR52E4,0.159717,0.211,0.9399713038053649
SNORD115-7,-0.019766561250000002,0.9992644904317466,1.0
ALX4,-0.18360933,0.211,0.9399713038053649
AFF4,-0.17609167,0.211,0.9399713038053649
RBM19,0.15367167,0.211,0.9399713038053649
RIPK2,-0.13965567,0.212,0.9399713038053649
ARHGEF18,0.138029,0.212,0.9399713038053649
PEX16,0.13829933,0.212,0.9399713038053649
GRB10,-0.14069,0.212,0.9399713038053649
STAG3L2,0.1806645566666667,0.18948953749432482,0.9384824086603519
STAG3L3,0.1806645566666667,0.18948953749432482,0.9384824086603519
STAG3L1,0.1806645566666667,0.18948953749432482,0.9384824086603519
PIR-FIGF,0.060752835000000005,0.4423355418147604,0.9793637170760578
PIR,0.17598067,0.212,0.9399713038053649
ARHGAP29,0.15945333,0.212,0.9399713038053649
PPP2R2A,-0.13108767,0.212,0.9399713038053649
SMAP2,-0.158429,0.212,0.9399713038053649
GRID1,0.130529,0.212,0.9399713038053649
SSTR3,0.187207,0.212,0.9399713038053649
HLA-G,0.12327333666666666,0.2509362053995571,0.9572356495468278
POU2F3,0.14522767,0.212,0.9399713038053649
SOX6,0.17896367,0.212,0.9399713038053649
PYY,-0.22772233,0.212,0.9399713038053649
CFTR,0.15489933,0.212,0.9399713038053649
LINC00525,-0.20401233,0.212,0.9399713038053649
P2RY4,0.134113,0.212,0.9399713038053649
FN1,-0.14715667,0.213,0.9399713038053649
SLC16A9,-0.185952,0.213,0.9399713038053649
USP32P2,-0.189615335,0.4585830481831019,0.9793637170760578
USP32P1,-0.16428344666666667,0.562714395487034,0.9899216157929661
MOCS1,-0.16134433,0.213,0.9399713038053649
FAM156B,0.16485650000000002,0.1896268963627616,0.9384824086603519
FAM156A,0.16485650000000002,0.1896268963627616,0.9384824086603519
EPB41L4A-AS2,-0.199282,0.213,0.9399713038053649
FBXL17,0.15183833,0.213,0.9399713038053649
SETD3,-0.13755933,0.213,0.9399713038053649
FGF5,-0.239353,0.213,0.9399713038053649
ANXA10,-0.34119333,0.213,0.9399713038053649
SAFB2,0.145281,0.213,0.9399713038053649
ATG2A,0.14336667,0.213,0.9399713038053649
ERCC8,0.14850533,0.213,0.9399713038053649
C21orf33,0.213429,0.213,0.9399713038053649
MIR509-3,0.17205167,0.213,0.9399713038053649
MIR509-2,0.17205167,0.213,0.9399713038053649
MIR509-1,0.17205167,0.213,0.9399713038053649
NIFK,-0.175519,0.213,0.9399713038053649
CATSPER3,0.23335633,0.213,0.9399713038053649
CCDC136,-0.13040267,0.213,0.9399713038053649
KLHDC8A,0.132578,0.213,0.9399713038053649
ANKRD24,-0.159903,0.213,0.9399713038053649
ANGPTL3,-0.194784,0.213,0.9399713038053649
CDC14C,0.149269,0.213,0.9399713038053649
MFAP4,0.201672,0.213,0.9399713038053649
RBBP9,0.14622533,0.213,0.9399713038053649
JCHAIN,-0.13599667,0.214,0.9399713038053649
PROCA1,0.14235667,0.214,0.9399713038053649
AK9,-0.07328489,0.550597555479243,0.988766714807578
CRB1,-0.142424,0.214,0.9399713038053649
SYNE1,-0.18586133,0.214,0.9399713038053649
SCG2,0.18654067,0.214,0.9399713038053649
NFKBIA,0.16198433,0.214,0.9399713038053649
PLAC4,-0.12874433,0.214,0.9399713038053649
CENPP,0.16168467,0.214,0.9399713038053649
DNLZ,-0.14155433,0.214,0.9399713038053649
CARD9,-0.14155433,0.214,0.9399713038053649
TDRD9,0.13087867,0.214,0.9399713038053649
FLJ11710,-0.20753267,0.214,0.9399713038053649
SNORD53,-0.236737,0.214,0.9399713038053649
VN1R10P,0.26054867,0.214,0.9399713038053649
FBXO24,0.161526,0.214,0.9399713038053649
ADAMTS20,0.177087,0.214,0.9399713038053649
ABCA7,0.14364633,0.214,0.9399713038053649
RGS19,0.128775,0.214,0.9399713038053649
OR8J1,0.13272267,0.214,0.9399713038053649
LOC93463,-0.22377233,0.214,0.9399713038053649
EFCAB3,0.16671567,0.214,0.9399713038053649
ATG101,0.258761,0.214,0.9399713038053649
AFF2,-0.16418833,0.214,0.9399713038053649
SNX3,-0.22162467,0.214,0.9399713038053649
MIR377,-0.19219333,0.214,0.9399713038053649
SCFD1,-0.182131,0.214,0.9399713038053649
TFAM,0.13040333,0.215,0.9415121749896822
CIAPIN1,0.163892,0.215,0.9415121749896822
GH2,-0.03379066499999999,0.3874301302416244,0.9773148717948719
CSHL1,-0.016622834999999996,0.2943489260121464,0.9628067058096414
CSH1,-0.138391,0.215,0.9415121749896822
LOC100505501,0.153874,0.215,0.9415121749896822
ATG2B,-0.17319283000000002,0.1942401871795925,0.9384824086603519
LILRA4,0.17366533,0.215,0.9415121749896822
INPP5D,0.20781167,0.215,0.9415121749896822
CCL20,-0.279773,0.215,0.9415121749896822
TAS2R41,-0.23332933,0.215,0.9415121749896822
FAM104A,-0.14411467,0.215,0.9415121749896822
SNORD45A,-0.19918067,0.215,0.9415121749896822
CPA2,0.19444,0.215,0.9415121749896822
KIF16B,0.17800533,0.215,0.9415121749896822
MAB21L3,0.13559867,0.215,0.9415121749896822
PRTFDC1,-0.136728,0.215,0.9415121749896822
NDST2,0.16658667,0.216,0.9415121749896822
PIK3IP1,0.246684,0.216,0.9415121749896822
HPS5,-0.14411367,0.216,0.9415121749896822
SGMS1,-0.159496,0.216,0.9415121749896822
NEIL1,0.14272067,0.216,0.9415121749896822
CHML,-0.198478,0.216,0.9415121749896822
ZNF569,-0.251064,0.216,0.9415121749896822
STAG3,0.151707,0.2747112199678081,0.9616775257101693
OCLN,0.13380867,0.216,0.9415121749896822
LOC647859,0.13380867,0.216,0.9415121749896822
MGA,-0.15478833,0.216,0.9415121749896822
KCNIP4,-0.16050333,0.216,0.9415121749896822
ZNF683,0.151274,0.216,0.9415121749896822
CHTOP,0.219374,0.216,0.9415121749896822
LOC100128398,-0.15689,0.216,0.9415121749896822
S100A7L2,-0.248851,0.216,0.9415121749896822
TMEM191B,-0.052770165,0.4294443095658276,0.9793637170760578
TMEM191C,-0.052770165,0.4294443095658276,0.9793637170760578
TMEM191A,-0.025008553333333332,0.6562851145715285,0.9989172056921087
SIRPD,0.23761,0.216,0.9415121749896822
GJB5,0.18373667,0.216,0.9415121749896822
GREB1,-0.15574967,0.216,0.9415121749896822
DPPA5,0.139874,0.216,0.9415121749896822
DNAAF2,0.18155667,0.216,0.9415121749896822
TTBK1,-0.14158533,0.216,0.9415121749896822
OR2H2,0.13465422000000002,0.2933450268409391,0.9628067058096414
MIR10A,0.138213,0.216,0.9415121749896822
LTB,0.130385085,0.38406770902734827,0.9773148717948719
URB2,-0.178238,0.217,0.9421769784172662
CC2D2B,-0.25328367,0.217,0.9421769784172662
MAEA,0.19209433,0.217,0.9421769784172662
SIGLEC16,0.291111,0.217,0.9421769784172662
TLDC2,-0.14245433,0.217,0.9421769784172662
POLR2L,0.17245833,0.217,0.9421769784172662
DMKN,0.144361,0.217,0.9421769784172662
HIST1H2BM,0.17594533,0.217,0.9421769784172662
RNU4ATAC,0.17137233,0.217,0.9421769784172662
NRXN1,0.13207867,0.217,0.9421769784172662
LOC101927830,0.201003,0.19097960370224634,0.9384824086603519
TMLHE-AS1,0.201003,0.19097960370224634,0.9384824086603519
PLEKHB2,0.181425,0.217,0.9421769784172662
HEATR1,-0.21596033,0.217,0.9421769784172662
PSMC3,0.16129633,0.217,0.9421769784172662
AVPI1,0.169885,0.217,0.9421769784172662
FXN,0.17169833,0.217,0.9421769784172662
RPAP1,0.141247,0.217,0.9421769784172662
FOXN3,-0.14436667,0.217,0.9421769784172662
CCDC127,0.17165967,0.217,0.9421769784172662
TBC1D22B,0.20633933,0.218,0.9425299511002445
FLJ38773,0.316649,0.218,0.9425299511002445
MARK4,-0.132403,0.218,0.9425299511002445
DEFB118,0.17600067,0.218,0.9425299511002445
FASTKD3,-0.21479733,0.218,0.9425299511002445
SOX21,-0.15406433,0.218,0.9425299511002445
OLIG2,-0.14483133,0.218,0.9425299511002445
VWA7,0.15695,0.218,0.9425299511002445
IQCK,0.153968,0.218,0.9425299511002445
DRG2,0.14825167,0.218,0.9425299511002445
RNASE12,-0.101411165,0.3774466806937315,0.9773148717948719
RNASE11,-0.101411165,0.3774466806937315,0.9773148717948719
ALOX12,0.12825033,0.218,0.9425299511002445
PLA2G2A,-0.14234233,0.218,0.9425299511002445
TBCEL,-0.129675,0.218,0.9425299511002445
C4orf36,-0.13072533,0.218,0.9425299511002445
MUT,-0.26606833,0.218,0.9425299511002445
OR5T2,-0.172525,0.218,0.9425299511002445
OTUD4,-0.182799,0.218,0.9425299511002445
KRT2,-0.13975633,0.218,0.9425299511002445
LOC646903,0.143604,0.218,0.9425299511002445
SNORD115-42,-0.023898964210526313,0.9999479964191141,1.0
SNORD115-15,-0.01712168588235294,0.9999257566140416,1.0
SNORD115-6,-0.023898964210526313,0.9999479964191141,1.0
ROCK1,-0.19511133,0.219,0.9425299511002445
KIAA0226L,0.15094667,0.219,0.9425299511002445
GGT5,-0.24052467,0.219,0.9425299511002445
SLC22A1,-0.21232767,0.219,0.9425299511002445
OR2AK2,0.181928,0.219,0.9425299511002445
ZNF548,0.18789067,0.219,0.9425299511002445
TMEM187,0.17536633,0.219,0.9425299511002445
CXCL17,0.167395,0.219,0.9425299511002445
KCND2,-0.21136967,0.219,0.9425299511002445
GSTA5,-0.15752833,0.219,0.9425299511002445
MIR199A1,-0.15339433,0.219,0.9425299511002445
REG1A,-0.15704067,0.219,0.9425299511002445
FIBP,0.18088167,0.219,0.9425299511002445
NAGS,-0.127881,0.219,0.9425299511002445
SEL1L,-0.13011533,0.219,0.9425299511002445
TTC36,-0.14868667,0.219,0.9425299511002445
AXL,-0.19008833,0.219,0.9425299511002445
ZNF580,0.130649,0.219,0.9425299511002445
CDH22,-0.15015633,0.219,0.9425299511002445
SGIP1,0.15243167,0.219,0.9425299511002445
C10orf107,0.14248167,0.219,0.9425299511002445
LILRB5,-0.15352567,0.219,0.9425299511002445
OR10J1,-0.145861,0.22,0.9426863893376414
HMX3,-0.20257567,0.22,0.9426863893376414
RPL27A,-0.118464,0.518658673160945,0.9840083475451038
ARAF,0.14706933,0.22,0.9426863893376414
GABRE,0.10984282999999999,0.5334104222232474,0.9858138437336129
CCL17,0.13084367,0.22,0.9426863893376414
LYL1,-0.1802,0.22,0.9426863893376414
FAM169A,-0.15608367,0.22,0.9426863893376414
H1F0,0.12863,0.22,0.9426863893376414
ARRDC1,0.18165433,0.22,0.9426863893376414
DPEP1,-0.17946467,0.22,0.9426863893376414
PPARG,0.18285867,0.22,0.9426863893376414
DENND4A,-0.159665,0.22,0.9426863893376414
GABPA,-0.110087165,0.44374740903669563,0.9793637170760578
NUBP1,0.15151833,0.22,0.9426863893376414
ACKR4,0.076903665,0.38117417527515085,0.9773148717948719
C10orf67,0.13885333,0.22,0.9426863893376414
SKA1,0.342819,0.22,0.9426863893376414
TMEM165,-0.12882733,0.22,0.9426863893376414
TMEM243,0.18817633,0.22,0.9426863893376414
LINC00268,-0.18758633000000002,0.38453173984821487,0.9773148717948719
NCKIPSD,0.14307533,0.22,0.9426863893376414
SDF4,0.14344767,0.221,0.9426863893376414
KANSL3,0.16464267,0.221,0.9426863893376414
NTM,0.153186,0.221,0.9426863893376414
TSPAN6,0.23062867,0.221,0.9426863893376414
HIF3A,-0.12873133,0.221,0.9426863893376414
FOXB1,-0.17110567,0.221,0.9426863893376414
ZNF582,-0.13501133,0.221,0.9426863893376414
DIS3L,-0.17542467,0.221,0.9426863893376414
SLX1B-SULT1A4,0.20018117,0.20423717008254216,0.9399713038053649
SLX1A-SULT1A3,0.20018117,0.20423717008254216,0.9399713038053649
SLX1A,0.20018117,0.20423717008254216,0.9399713038053649
SULT1A4,0.20018117,0.20423717008254216,0.9399713038053649
SLX1B,0.20018117,0.20423717008254216,0.9399713038053649
SULT1A3,0.20018117,0.20423717008254216,0.9399713038053649
SULT1A1,0.15044189,0.3397063280281954,0.9695345238095238
SULT1A2,0.14567666999999998,0.39166217441475,0.9773148717948719
TIGD1,-0.14594167,0.221,0.9426863893376414
LOC79999,-0.15966567,0.19630102215187603,0.9384824086603519
DNMBP,-0.165398,0.221,0.9426863893376414
DMRTC2,0.172051,0.221,0.9426863893376414
TNFRSF19,-0.227282,0.221,0.9426863893376414
ST3GAL6,-0.16522767,0.221,0.9426863893376414
KLHL30,0.13903867,0.221,0.9426863893376414
SNORD13P1,-0.153927,0.221,0.9426863893376414
GSTA1,-0.265777,0.221,0.9426863893376414
NR5A2,0.175851,0.221,0.9426863893376414
PHKA2,0.13511367,0.221,0.9426863893376414
SNORD6,0.222564,0.221,0.9426863893376414
LOC100133315,0.14788233,0.221,0.9426863893376414
TRMT61A,0.149477,0.221,0.9426863893376414
DAO,-0.25783967,0.221,0.9426863893376414
ARHGAP27,-0.097519665,0.48759259998539795,0.9804600854295207
RAB9B,0.163799,0.222,0.9439183485260704
MOSPD3,0.150562,0.222,0.9439183485260704
TRAPPC5,0.16000667,0.222,0.9439183485260704
ZNF578,-0.24373,0.222,0.9439183485260704
PAK3,-0.14921433,0.222,0.9439183485260704
BCHE,-0.23234033,0.222,0.9439183485260704
SPACA4,0.13310567,0.222,0.9439183485260704
LOC100287869,-0.20486867,0.222,0.9439183485260704
CDC42EP3,-0.170786,0.222,0.9439183485260704
RAD51C,0.153962,0.222,0.9439183485260704
ABHD1,-0.17890267,0.222,0.9439183485260704
AGPAT5,-0.130032,0.222,0.9439183485260704
FAM205BP,-0.14052533,0.29240453654680304,0.9626752216518899
MNX1,-0.13481133,0.222,0.9439183485260704
ZNF677,0.17744333,0.223,0.9445416081812713
PINK1-AS,0.1037565,0.3743764946751996,0.9773148717948719
TLR3,0.15051067,0.223,0.9445416081812713
LOC100507388,0.24776767,0.223,0.9445416081812713
PRSS3,-0.177013,0.223,0.9445416081812713
RPP14,0.13400067,0.223,0.9445416081812713
NOC3L,-0.17608167,0.223,0.9445416081812713
USP27X-AS1,-0.21294267,0.223,0.9445416081812713
SNORD73A,-0.20475167,0.223,0.9445416081812713
RPS3A,-0.12009277833333332,0.9237056896888002,1.0
MSR1,0.14531933,0.223,0.9445416081812713
FAM120C,0.16647067,0.223,0.9445416081812713
SNORD116-22,-0.17271877666666668,0.2760464141738616,0.9616775257101693
SNORD116-20,-0.16760999666666665,0.20779476089673368,0.9399713038053649
SNORD116-18,-0.17030888666666666,0.19231954852984207,0.9384824086603519
SNORD116-17,-0.17846033,0.19897403449112488,0.9399713038053649
SNORD116-15,-0.15081244333333332,0.2527298582119108,0.9572356495468278
SNORD116-19,-0.17846033,0.19897403449112488,0.9399713038053649
DACT2,0.151103,0.223,0.9445416081812713
SCARNA9,-0.107073,0.4905056305099106,0.9808651591289783
RCC1L,0.13218433,0.223,0.9445416081812713
ANKRD30B,0.121036665,0.39342418710026444,0.9773148717948719
TOB2,0.13218133,0.223,0.9445416081812713
DTX3,0.12721267,0.223,0.9445416081812713
NUDCD3,0.13446433,0.223,0.9445416081812713
CTCF,0.14039767,0.223,0.9445416081812713
ABLIM2,0.13361333,0.224,0.9449323040380048
URGCP-MRPS24,0.13171633,0.37123328329443867,0.9773148717948719
MRPS24,0.19319833,0.224,0.9449323040380048
SCIMP,0.20772933,0.224,0.9449323040380048
SCYL3,0.13149733,0.224,0.9449323040380048
CYP2S1,-0.13889067,0.224,0.9449323040380048
LINGO2,-0.17848233,0.224,0.9449323040380048
TMEM88,-0.15521733,0.224,0.9449323040380048
KDM8,-0.105029335,0.47006899211481534,0.9794108621465026
GTSF1L,-0.13929633,0.224,0.9449323040380048
SLC25A17,0.13733533,0.224,0.9449323040380048
SH2D4A,0.14056567,0.224,0.9449323040380048
CEBPA-AS1,0.16940433,0.224,0.9449323040380048
RSPH9,0.19444733,0.224,0.9449323040380048
RAB2A,-0.145987,0.224,0.9449323040380048
ERVW-1,-0.199335,0.224,0.9449323040380048
B9D2,0.15303067,0.224,0.9449323040380048
LMBRD1,-0.20411333,0.224,0.9449323040380048
TPM3,-0.112766335,0.30345420219884917,0.9671140988372092
STK11,0.14386667,0.225,0.9449323040380048
LOC441666,-0.07566049999999999,0.764894747164955,1.0
UQCC2,0.234104,0.225,0.9449323040380048
THAP5,-0.25246167,0.225,0.9449323040380048
OGFRL1,-0.19490933,0.225,0.9449323040380048
CCDC82,0.11464633500000002,0.3888667642508218,0.9773148717948719
TMPRSS11A,-0.15288767,0.225,0.9449323040380048
YWHAB,-0.13765867,0.225,0.9449323040380048
TLL1,-0.16012433,0.225,0.9449323040380048
SV2C,0.140998,0.225,0.9449323040380048
SNORD115-37,0.140158,0.225,0.9449323040380048
NCK2,-0.15539433,0.225,0.9449323040380048
C1orf123,0.152399,0.225,0.9449323040380048
WFDC5,0.18096267,0.225,0.9449323040380048
KRBOX4,0.15032167,0.225,0.9449323040380048
LRRC10,0.15043967,0.225,0.9449323040380048
CLVS2,0.13972867,0.225,0.9449323040380048
GPBP1,-0.227507,0.225,0.9449323040380048
ACVR2A,-0.16278,0.225,0.9449323040380048
TEDDM1,0.12776367,0.225,0.9449323040380048
ARHGEF9,0.14870533,0.225,0.9449323040380048
PRKCA,-0.21626833,0.225,0.9449323040380048
HEXA-AS1,0.18278767,0.226,0.9449323040380048
ARMCX1,0.154432,0.226,0.9449323040380048
TAT,-0.20322,0.226,0.9449323040380048
SUSD1,-0.13196833,0.226,0.9449323040380048
DDX51,-0.19427933,0.226,0.9449323040380048
TRIP4,0.15873533,0.226,0.9449323040380048
ERCC6L2,-0.09987333333333333,0.4662185599222759,0.9793637170760578
MRPL51,0.195291,0.226,0.9449323040380048
SPTLC1,0.084206165,0.4849847301000585,0.9804600854295207
SAG,-0.14901033,0.226,0.9449323040380048
FAM3D,-0.14138,0.226,0.9449323040380048
EGLN1,-0.13499833,0.226,0.9449323040380048
C1QTNF2,-0.14563433,0.226,0.9449323040380048
HRH4,-0.13894867,0.226,0.9449323040380048
SLC12A6,0.16000733,0.226,0.9449323040380048
CASP5,-0.14600767,0.226,0.9449323040380048
LOC254896,0.12817133,0.226,0.9449323040380048
TNFRSF10C,0.12817133,0.226,0.9449323040380048
ACTB,-0.13341333,0.226,0.9449323040380048
SLC25A19,0.20256033,0.226,0.9449323040380048
TMOD4,-0.14344033,0.226,0.9449323040380048
SLC22A16,0.22911333,0.226,0.9449323040380048
SNORA55,-0.14949667,0.226,0.9449323040380048
KAT8,0.15136233,0.226,0.9449323040380048
IPCEF1,-0.15719267,0.226,0.9449323040380048
CNKSR3,-0.007672670000000002,0.509387264793203,0.9811229508196722
PSMB8,0.16810033,0.17793655235782652,0.9368446459201176
COL16A1,0.147557,0.227,0.9455572865312561
RNASE1,0.16013467,0.227,0.9455572865312561
KLHL21,0.167582,0.227,0.9455572865312561
CLDN22,-0.20174367,0.227,0.9455572865312561
JPH4,-0.13847767,0.227,0.9455572865312561
GGNBP1,-0.197892,0.227,0.9455572865312561
DNAJC18,-0.15353167,0.227,0.9455572865312561
CCDC6,-0.13374333,0.227,0.9455572865312561
ARHGAP4,-0.14606167,0.227,0.9455572865312561
OR5M3,0.056859165,0.346458862117918,0.9695345238095238
ALG3,0.135435,0.227,0.9455572865312561
PRAF2,0.163189,0.227,0.9455572865312561
DEFA5,-0.13634567,0.227,0.9455572865312561
XRCC1,0.14479667,0.227,0.9455572865312561
MMP12,-0.12834667,0.228,0.945928738317757
ADCY5,0.131957,0.228,0.945928738317757
LIAS,0.133177,0.228,0.945928738317757
ZNF404,-0.14288433,0.228,0.945928738317757
LOC643659,0.21903167,0.228,0.945928738317757
TP63,-0.14837033,0.228,0.945928738317757
WDR19,-0.21189533,0.228,0.945928738317757
ALPPL2,0.160433,0.228,0.945928738317757
MC2R,0.20309967,0.228,0.945928738317757
TAS2R16,0.14367633,0.228,0.945928738317757
C11orf24,-0.13997,0.228,0.945928738317757
MMP28,0.14774267,0.228,0.945928738317757
MED29,0.13746133,0.228,0.945928738317757
KDM6B,-0.137074,0.228,0.945928738317757
LEMD3,0.146527,0.228,0.945928738317757
SNAP47,0.12795733,0.228,0.945928738317757
ASB2,-0.13209067,0.229,0.945928738317757
CFAP77,0.175442,0.229,0.945928738317757
DOCK5,-0.215321,0.229,0.945928738317757
PRKAA1,-0.14898667,0.229,0.945928738317757
GPR174,-0.15735867,0.229,0.945928738317757
EFCAB2,0.0933755,0.5504316110200007,0.988766714807578
USHBP1,-0.13365467,0.229,0.945928738317757
CARD10,-0.13825467,0.229,0.945928738317757
DNAJC28,0.25401533,0.229,0.945928738317757
TUBGCP5,-0.135629,0.229,0.945928738317757
IGF1R,-0.14304,0.369055488543301,0.9773148717948719
PRKAG2,-0.144205,0.229,0.945928738317757
KMT5B,-0.15310067,0.229,0.945928738317757
HDAC3,0.12507433,0.229,0.945928738317757
BCL6B,0.134352,0.229,0.945928738317757
ADCY3,0.169791,0.229,0.945928738317757
KRT77,-0.17846233,0.229,0.945928738317757
SDR42E1,-0.13141967,0.229,0.945928738317757
CDC20B,-0.19819467,0.229,0.945928738317757
CA14,-0.13433767,0.229,0.945928738317757
MARCH4,-0.21134267,0.229,0.945928738317757
DFFB,-0.127795,0.229,0.945928738317757
AAAS,0.13094933,0.229,0.945928738317757
PI15,-0.14528567,0.229,0.945928738317757
CCDC59,-0.22030233,0.229,0.945928738317757
GINS1,0.15395633,0.229,0.945928738317757
FAM60A,-0.20068767,0.23,0.945928738317757
GVINP1,-0.15422467,0.23,0.945928738317757
UPK1A,0.13826567,0.23,0.945928738317757
FOXP4,0.142725,0.23,0.945928738317757
ZNF614,-0.14383567,0.23,0.945928738317757
TMEM108,0.18173267,0.23,0.945928738317757
TARS2,0.209896,0.23,0.945928738317757
SNORD115-35,0.16929367,0.23,0.945928738317757
KIAA1147,0.22398333,0.23,0.945928738317757
SUCNR1,0.15499333,0.23,0.945928738317757
CRIP3,0.14234067,0.20839171763223596,0.9399713038053649
TMEM154,-0.128105,0.23,0.945928738317757
PHPT1,0.225737,0.23,0.945928738317757
OCM,-0.122550165,0.31095987649651696,0.9671140988372092
OCM2,-0.122550165,0.31095987649651696,0.9671140988372092
PNCK,-0.14291633,0.23,0.945928738317757
SAMD4A,-0.16013967,0.23,0.945928738317757
CNKSR2,-0.186701,0.23,0.945928738317757
HMBS,0.23800067,0.23,0.945928738317757
SLAMF8,-0.16476867,0.23,0.945928738317757
C19orf43,0.13384233,0.23,0.945928738317757
CASD1,-0.14797833,0.23,0.945928738317757
USP51,-0.134444,0.23,0.945928738317757
SNORD3D,0.30461267,0.14351475833173233,0.9172911051212937
SNORD3C,0.30461267,0.14351475833173233,0.9172911051212937
SNORD3B-2,0.30461267,0.14351475833173233,0.9172911051212937
SNORD3A,0.30461267,0.14351475833173233,0.9172911051212937
SNORD3B-1,0.30461267,0.14351475833173233,0.9172911051212937
OR51F2,0.16922333,0.231,0.9469072385018437
DEF8,0.12466267,0.231,0.9469072385018437
ETV5,-0.19429667,0.231,0.9469072385018437
AK1,0.159212,0.231,0.9469072385018437
FANCG,0.151353,0.231,0.9469072385018437
GRB2,0.12672967,0.231,0.9469072385018437
OR1C1,-0.13941133,0.231,0.9469072385018437
APOBEC1,-0.19085333,0.231,0.9469072385018437
LRRC4,0.127233,0.231,0.9469072385018437
FAM120AOS,-0.127205,0.231,0.9469072385018437
RIC3,0.159522,0.231,0.9469072385018437
HLA-DQA2,-0.11104433500000001,0.5577773925004309,0.9895044833654573
HLA-DQA1,0.03996241624999999,0.7360390454555751,1.0
GAB1,0.017988665000000008,0.37858825288577913,0.9773148717948719
SNORD75,-0.16987767,0.231,0.9469072385018437
SLC45A2,0.246769,0.231,0.9469072385018437
SASS6,0.142717,0.231,0.9469072385018437
GALNT5,-0.213788,0.20974475598122488,0.9399713038053649
LOC153684,0.149516,0.231,0.9469072385018437
WDR3,-0.13820833,0.231,0.9469072385018437
LOC440313,-0.13763967,0.231,0.9469072385018437
DPP3,0.16947733,0.232,0.9475962521294718
P3H4,-0.14179533,0.232,0.9475962521294718
FBXL19-AS1,0.23519367,0.232,0.9475962521294718
MPZL2,-0.155289,0.232,0.9475962521294718
AP3B2,0.205091,0.232,0.9475962521294718
PLD2,0.18444267,0.232,0.9475962521294718
SCD5,-0.13092367,0.232,0.9475962521294718
IGFBP3,0.12504867,0.232,0.9475962521294718
CXXC5,0.15732067,0.232,0.9475962521294718
USP14,-0.13990967,0.232,0.9475962521294718
GPR162,-0.153064,0.232,0.9475962521294718
RNF133,0.208939,0.232,0.9475962521294718
TNRC18,-0.08497200199999999,0.5585209735193064,0.9895044833654573
WBSCR28,-0.13988367,0.232,0.9475962521294718
FAM49B,-0.12893867,0.232,0.9475962521294718
BAX,0.13092667,0.232,0.9475962521294718
NR1H3,0.16083233,0.233,0.9475962521294718
ARHGDIG,0.060125,0.4844387970716081,0.9804600854295207
LOC729603,-0.17706267,0.233,0.9475962521294718
TMEM71,-0.14450233,0.233,0.9475962521294718
FAM180A,-0.260445,0.233,0.9475962521294718
OSBPL9,0.148718,0.233,0.9475962521294718
DZIP3,-0.14903333,0.233,0.9475962521294718
SNORD31,0.164463,0.233,0.9475962521294718
CEP192,-0.158875,0.233,0.9475962521294718
SERPINA12,-0.19707,0.233,0.9475962521294718
MIR95,0.12714333,0.233,0.9475962521294718
ZC3HAV1,-0.14941433,0.233,0.9475962521294718
UMPS,0.137747,0.233,0.9475962521294718
SUZ12P1,-0.16334933,0.233,0.9475962521294718
OR1E2,0.13874133,0.233,0.9475962521294718
DHRS1,0.198961,0.233,0.9475962521294718
LINC00260,0.27585667,0.233,0.9475962521294718
ST6GALNAC5,-0.143085,0.233,0.9475962521294718
DNAL4,0.19482233,0.233,0.9475962521294718
AMDHD1,-0.18565333,0.234,0.9475962521294718
SPINK14,-0.15922033,0.234,0.9475962521294718
ZNF616,0.13477633,0.3843517985959644,0.9773148717948719
NOS3,-0.12738367,0.234,0.9475962521294718
HIGD1B,-0.13333833,0.234,0.9475962521294718
C1orf109,0.15745367,0.234,0.9475962521294718
LOC100505502,-0.155574,0.30861872307805976,0.9671140988372092
LOC646700,-0.155574,0.30861872307805976,0.9671140988372092
LOC392364,-0.073974,0.47201581625955413,0.9797946233147172
FGFR2,0.131319,0.234,0.9475962521294718
GCC2,-0.13456767,0.234,0.9475962521294718
ELOVL6,0.164796,0.234,0.9475962521294718
HYOU1,-0.13196333,0.234,0.9475962521294718
ACP5,-0.199245,0.234,0.9475962521294718
LOC107133515,0.15877067,0.234,0.9475962521294718
LRRC37BP1,0.15877067,0.234,0.9475962521294718
ZNF674,-0.18068567,0.234,0.9475962521294718
